dataset,seed,regime,method,picp,mpiw,niw,nciw,crps,c_test_cal,q_global,q_pooled_masked,q_regime
mercari,1,full,pooled_masked_cal,0.9508,2.340830087661743,0.3132354361829593,0.312082938042616,0.3395291997582323,0.9963206648826599,1.170414924621582,1.2686772346496582,1.170414924621582
mercari,1,full,mask_matched_cal,0.9508,2.340830087661743,0.3132354361829593,0.312082938042616,0.3395291997582323,0.9963206648826599,1.170414924621582,1.2686772346496582,1.170414924621582
mercari,1,no_text,global_full_cal,0.9327,2.340830087661743,0.3132354361829593,0.33906839195584737,0.38258526912279806,1.0824713706970215,1.170414924621582,1.2686772346496582,1.2686772346496582
mercari,1,no_text,pooled_masked_cal,0.9501,2.5373542308807373,0.33953308420369827,0.3390681826365773,0.3862662680785183,0.9986307621002197,1.170414924621582,1.2686772346496582,1.2686772346496582
mercari,1,no_text,mask_matched_cal,0.9501,2.5373542308807373,0.33953308420369827,0.3390681826365773,0.3862662680785183,0.9986307621002197,1.170414924621582,1.2686772346496582,1.2686772346496582
mercari,1,tab_only,global_full_cal,0.9327,2.340830087661743,0.3132354361829593,0.33906839195584737,0.38258526912279806,1.0824713706970215,1.170414924621582,1.2686772346496582,1.2686772346496582
mercari,1,tab_only,pooled_masked_cal,0.9501,2.5373542308807373,0.33953308420369827,0.3390681826365773,0.3862662680785183,0.9986307621002197,1.170414924621582,1.2686772346496582,1.2686772346496582
mercari,1,tab_only,mask_matched_cal,0.9501,2.5373542308807373,0.33953308420369827,0.3390681826365773,0.3862662680785183,0.9986307621002197,1.170414924621582,1.2686772346496582,1.2686772346496582
mercari,2,full,global_full_cal,0.9495,2.346644639968872,0.3140135036888976,0.3149147110288174,0.3415327975725867,1.002869963645935,1.1733222007751465,1.338057041168213,1.1733222007751465
mercari,2,full,pooled_masked_cal,0.9495,2.346644639968872,0.3140135036888976,0.3149147110288174,0.3415327975725867,1.002869963645935,1.1733222007751465,1.338057041168213,1.1733222007751465
mercari,2,full,mask_matched_cal,0.9495,2.346644639968872,0.3140135036888976,0.3149147110288174,0.3415327975725867,1.002869963645935,1.1733222007751465,1.338057041168213,1.1733222007751465
mercari,2,no_text,global_full_cal,0.929,2.346644639968872,0.3140135036888976,0.3556201596650335,0.38017388877848024,1.1324995756149292,1.1733222007751465,1.338057041168213,1.338057041168213
mercari,2,no_text,pooled_masked_cal,0.9509,2.6761138439178467,0.35810103928226367,0.35562008438486387,0.38808911194419277,0.9930719137191772,1.1733222007751465,1.338057041168213,1.338057041168213
mercari,2,no_text,mask_matched_cal,0.9509,2.6761138439178467,0.35810103928226367,0.35562008438486387,0.38808911194419277,0.9930719137191772,1.1733222007751465,1.338057041168213,1.338057041168213
mercari,2,tab_only,global_full_cal,0.929,2.346644639968872,0.3140135036888976,0.3556201596650335,0.38017388877848024,1.1324995756149292,1.1733222007751465,1.338057041168213,1.338057041168213
mercari,2,tab_only,pooled_masked_cal,0.9509,2.6761138439178467,0.35810103928226367,0.35562008438486387,0.38808911194419277,0.9930719137191772,1.1733222007751465,1.338057041168213,1.338057041168213
mercari,2,tab_only,mask_matched_cal,0.9509,2.6761138439178467,0.35810103928226367,0.35562008438486387,0.38808911194419277,0.9930719137191772,1.1733222007751465,1.338057041168213,1.338057041168213
mercari,3,full,global_full_cal,0.9462,2.28578782081604,0.3058700197203168,0.3125968493037378,0.33776857072927574,1.0219924449920654,1.1428940296173096,1.3306400775909424,1.1428940296173096
mercari,3,full,pooled_masked_cal,0.9462,2.28578782081604,0.3058700197203168,0.3125968493037378,0.33776857072927574,1.0219924449920654,1.1428940296173096,1.3306400775909424,1.1428940296173096
